Company,Model,Engine Type,Engine Capacity,HorsePower,Top Speed (km/h),0-100 km/h (s),Price ($),Fuel Type,Seats,Torque (Nm),Transmission,Drive,Year,Fuel Efficiency (L/100km)
Suzuki,i8,Petrol,2.0L,1132,195,6.7,111299,Diesel,4,1198,Automatic,RWD,2024,8.0
Renault,Mustang,Electric,3.0L,611,174,9.7,180746,Hybrid,4,311,Automatic,RWD,2024,15.6
Porsche,Tiguan,Electric,4.0L,1159,251,6.5,164177,Diesel,2,740,Dual Clutch,RWD,2018,16.6
Hyundai,Taycan,Hybrid,1.2L,177,175,11.5,175811,Hybrid,4,382,Single Speed,FWD,2017,6.4
Land Rover,Focus,Electric,3.0L,337,356,11.1,178041,Petrol,2,1318,Automatic,AWD,2017,8.2
Suzuki,Passat,Hybrid,3.0L,291,219,10.8,29497,Diesel,4,879,Manual,FWD,2015,11.4
BMW,Q7,Hybrid,3.0L,1183,222,3.2,269204,Diesel,2,1153,Automatic,FWD,2018,6.2
Geely,RX 500h,Diesel,2.0L,762,204,10.6,272471,Hybrid,2,1132,Automatic,RWD,2015,18.8
BMW,i8,Electric,1.5L,324,267,9.9,107019,Petrol,2,1432,Dual Clutch,FWD,2022,13.1
Renault,Passat,Petrol,100 kWh,322,161,3.5,205326,Diesel,5,1568,Single Speed,AWD,2015,5.1
Jaguar,i8,Diesel,1.2L,326,355,3.5,124017,Diesel,2,1433,Single Speed,RWD,2020,6.1
Honda,X5,Hybrid,4.0L,452,246,3.5,233220,Diesel,2,776,Manual,AWD,2021,19.2
Volkswagen,E-Class,Hybrid,4.0L,511,248,2.6,120153,Petrol,4,804,Manual,AWD,2024,15.5
BYD,RX 500h,Petrol,100 kWh,668,320,7.7,48826,Petrol,2,525,Manual,AWD,2016,15.5
Geely,E-Class,Hybrid,1.5L,1183,303,11.7,125034,Diesel,2,690,Automatic,FWD,2018,4.2
Honda,Camry,Electric,3.0L,459,207,6.7,99242,Hybrid,7,190,Automatic,FWD,2017,18.2
Porsche,Passat,Diesel,1.2L,651,319,7.6,65100,Hybrid,5,555,Manual,FWD,2023,10.5
BMW,Chiron,Hybrid,4.0L,1137,320,11.7,236171,Diesel,7,543,Single Speed,FWD,2021,14.2
Toyota,E-Class,Hybrid,100 kWh,667,308,4.9,27809,Petrol,4,178,Single Speed,RWD,2016,19.3
Nissan,Camry,Petrol,82 kWh,88,161,10.7,79450,Diesel,5,1598,Manual,FWD,2020,4.7
Tesla,RX 500h,Electric,100 kWh,1194,205,7.7,126126,Petrol,5,1026,Dual Clutch,RWD,2023,11.2
BMW,Q7,Hybrid,4.0L,676,160,7.9,279237,Diesel,7,202,Single Speed,AWD,2017,3.8
BYD,Defender,Petrol,3.0L,102,239,5.8,59498,Petrol,5,722,Single Speed,RWD,2020,11.5
Ferrari,Chiron,Hybrid,82 kWh,931,242,7.8,131251,Electric,7,1579,Manual,FWD,2017,7.3
Land Rover,Model S,Petrol,1.5L,224,186,3.2,55985,Hybrid,2,1089,Single Speed,RWD,2017,18.5
Ford,Tiguan,Petrol,1.2L,974,178,9.8,32718,Electric,7,1437,Automatic,FWD,2018,9.8
Honda,Camry,Electric,1.5L,474,229,5.2,293849,Hybrid,5,1370,Automatic,FWD,2023,13.8
Hyundai,X5,Hybrid,1.5L,913,224,10.9,77598,Petrol,5,333,Single Speed,RWD,2022,17.6
Hyundai,RX 500h,Electric,100 kWh,816,327,6.0,289383,Electric,4,743,Automatic,RWD,2015,19.7
Ford,F-Type,Petrol,1.2L,340,298,3.9,61665,Hybrid,4,1358,Dual Clutch,AWD,2015,11.6
Tesla,Tiguan,Diesel,1.2L,839,382,9.1,161075,Diesel,4,889,Single Speed,AWD,2021,10.7
BYD,E-Class,Hybrid,4.0L,241,212,4.1,176938,Petrol,4,486,Manual,AWD,2017,4.3
Land Rover,Civic,Diesel,4.0L,343,188,9.7,168060,Petrol,5,946,Automatic,AWD,2021,3.2
Hyundai,Elantra,Hybrid,1.2L,328,240,11.7,236516,Diesel,4,137,Dual Clutch,AWD,2023,13.3
BYD,X5,Electric,82 kWh,491,141,9.9,151746,Diesel,7,1284,Dual Clutch,RWD,2017,4.1
Hyundai,CX-5,Electric,2.0L,433,383,2.7,216610,Hybrid,2,1585,Automatic,AWD,2017,9.5
Chevrolet,Camry,Electric,4.0L,447,315,8.2,81446,Petrol,5,1572,Dual Clutch,RWD,2016,3.1
Chevrolet,Taycan,Electric,2.0L,649,377,9.1,44072,Hybrid,4,1240,Single Speed,AWD,2024,13.5
Peugeot,Model S,Electric,100 kWh,960,198,10.3,48717,Diesel,5,340,Dual Clutch,FWD,2015,10.2
Honda,Leaf,Diesel,82 kWh,791,238,3.0,233417,Petrol,4,1149,Automatic,AWD,2023,5.2
BYD,Q7,Electric,1.2L,950,141,7.1,172723,Diesel,5,661,Dual Clutch,FWD,2020,8.0
Lexus,Camry,Petrol,82 kWh,1191,382,7.6,124525,Hybrid,4,905,Automatic,RWD,2020,12.7
Nissan,Passat,Petrol,4.0L,674,350,4.1,228092,Hybrid,2,397,Automatic,AWD,2022,14.2
Lexus,Corolla,Diesel,1.5L,91,262,5.6,19646,Hybrid,4,904,Dual Clutch,RWD,2019,10.9
BMW,Focus,Hybrid,100 kWh,452,368,6.7,190403,Petrol,7,253,Automatic,AWD,2023,16.7
Peugeot,CX-5,Petrol,1.2L,203,221,10.4,299329,Diesel,5,831,Automatic,RWD,2019,4.9
Porsche,Corolla,Hybrid,3.0L,1118,283,11.3,244728,Diesel,5,567,Manual,AWD,2016,4.4
Porsche,Q7,Diesel,100 kWh,572,279,8.5,67107,Hybrid,7,148,Single Speed,AWD,2020,3.8
Audi,Corolla,Hybrid,2.0L,1178,168,6.3,259865,Hybrid,7,145,Automatic,FWD,2023,12.1
BMW,Ioniq 6,Hybrid,82 kWh,213,386,4.9,294707,Hybrid,2,1408,Single Speed,RWD,2017,15.0
Honda,Leaf,Hybrid,1.2L,293,151,11.8,85729,Hybrid,5,879,Manual,RWD,2024,5.2
Mercedes,CX-5,Hybrid,100 kWh,289,245,11.8,292845,Electric,2,181,Manual,RWD,2018,13.9
Toyota,CX-5,Diesel,82 kWh,248,171,11.3,215144,Electric,5,1167,Manual,RWD,2024,11.1
Mercedes,Ioniq 6,Petrol,1.2L,502,213,10.0,230494,Electric,5,1054,Manual,RWD,2022,19.8
Kia,Camry,Electric,4.0L,334,310,5.6,267615,Hybrid,2,372,Single Speed,FWD,2020,15.2
Toyota,F-Type,Hybrid,100 kWh,1023,208,10.3,143331,Hybrid,5,493,Dual Clutch,AWD,2021,14.2
Geely,Camry,Petrol,4.0L,498,276,6.4,175482,Diesel,5,889,Dual Clutch,FWD,2021,12.7
Geely,Defender,Petrol,100 kWh,485,239,5.6,114280,Petrol,2,694,Single Speed,RWD,2018,20.0
Tesla,Corolla,Diesel,4.0L,796,285,9.6,204787,Diesel,4,157,Automatic,RWD,2020,19.7
Renault,Defender,Petrol,82 kWh,266,148,3.3,53665,Electric,2,664,Single Speed,AWD,2023,12.1
Mazda,Model X,Diesel,3.0L,1146,201,3.0,293101,Diesel,5,100,Automatic,FWD,2017,10.7
BMW,Focus,Hybrid,100 kWh,549,324,6.8,274285,Hybrid,7,315,Automatic,AWD,2022,10.9
Geely,Ioniq 6,Hybrid,100 kWh,959,168,6.7,178947,Electric,4,1440,Dual Clutch,AWD,2021,10.3
Mazda,Q7,Electric,4.0L,994,253,11.0,128828,Electric,7,1351,Manual,FWD,2018,12.0
Hyundai,CX-5,Electric,1.2L,192,282,3.7,147698,Petrol,4,1596,Dual Clutch,AWD,2024,7.7
Honda,E-Class,Electric,100 kWh,847,259,3.7,105815,Petrol,7,865,Dual Clutch,FWD,2017,18.8
Ferrari,Q7,Petrol,4.0L,417,309,3.9,209894,Electric,4,770,Single Speed,FWD,2021,11.3
Jaguar,i8,Hybrid,1.5L,98,296,2.8,218485,Electric,2,1410,Single Speed,RWD,2024,17.3
Land Rover,Defender,Diesel,4.0L,1044,399,3.2,179714,Diesel,4,610,Automatic,AWD,2023,11.1
Jaguar,Defender,Electric,82 kWh,104,221,8.8,47356,Electric,4,1014,Single Speed,RWD,2024,15.2
Hyundai,RX 500h,Diesel,3.0L,692,381,6.6,280953,Hybrid,4,1581,Automatic,AWD,2017,8.7
BYD,Defender,Diesel,1.5L,658,311,9.8,256121,Diesel,5,194,Automatic,AWD,2024,13.6
Lexus,Sportage,Electric,82 kWh,1160,370,11.9,286609,Hybrid,7,592,Manual,RWD,2023,11.5
Toyota,Sportage,Hybrid,82 kWh,973,347,8.8,212167,Hybrid,2,864,Manual,RWD,2022,9.2
Volkswagen,E-Class,Electric,82 kWh,589,214,3.0,211322,Hybrid,7,1121,Dual Clutch,RWD,2017,18.0
Peugeot,CX-5,Diesel,1.2L,191,253,3.5,30250,Electric,7,249,Manual,FWD,2022,4.9
Kia,Ioniq 6,Electric,82 kWh,409,201,10.9,61023,Petrol,2,1146,Automatic,AWD,2018,11.3
Ford,CX-5,Diesel,1.2L,244,241,7.5,116350,Petrol,5,855,Single Speed,FWD,2020,6.3
Toyota,Elantra,Diesel,82 kWh,666,349,10.3,192696,Hybrid,4,1338,Manual,AWD,2024,17.6
Ford,Ioniq 6,Electric,2.0L,520,394,10.6,31427,Electric,5,498,Manual,AWD,2016,7.3
Renault,X5,Petrol,1.5L,626,159,11.3,225084,Diesel,5,509,Manual,FWD,2022,13.8
Toyota,Leaf,Electric,2.0L,1109,197,11.5,149511,Hybrid,4,230,Manual,FWD,2023,5.8
Renault,A6,Petrol,82 kWh,78,251,7.8,233403,Diesel,7,954,Automatic,AWD,2021,9.9
Jaguar,Camry,Diesel,1.5L,403,335,5.7,93672,Diesel,4,247,Automatic,RWD,2022,18.3
Peugeot,Taycan,Diesel,1.5L,1086,231,11.6,32300,Electric,2,480,Dual Clutch,RWD,2021,5.8
Toyota,Ioniq 6,Petrol,100 kWh,396,191,7.7,34659,Electric,4,1232,Single Speed,RWD,2024,14.3
Volvo,Chiron,Diesel,3.0L,84,147,3.1,177475,Petrol,7,651,Dual Clutch,RWD,2018,6.5
Ford,Camry,Petrol,2.0L,908,237,8.6,260259,Petrol,5,1244,Dual Clutch,AWD,2015,10.1
BMW,Corolla,Petrol,3.0L,295,375,8.1,25360,Electric,5,394,Manual,RWD,2017,12.2
Suzuki,CX-5,Diesel,1.5L,182,208,11.0,298568,Hybrid,4,1243,Single Speed,RWD,2021,12.8
Jaguar,Taycan,Hybrid,1.2L,70,184,8.7,113035,Petrol,2,555,Manual,RWD,2021,13.2
Land Rover,Chiron,Petrol,1.5L,335,276,5.8,63791,Diesel,7,268,Automatic,AWD,2017,13.9
Chevrolet,Camry,Electric,3.0L,1021,373,11.7,214867,Hybrid,5,809,Dual Clutch,FWD,2015,7.6
Peugeot,CX-5,Electric,2.0L,375,171,10.1,289444,Diesel,4,1266,Single Speed,RWD,2024,9.8
Honda,Model X,Diesel,82 kWh,81,265,8.5,48370,Electric,2,136,Automatic,AWD,2023,3.6
Hyundai,i8,Hybrid,100 kWh,1006,206,5.3,215903,Diesel,2,1384,Dual Clutch,AWD,2020,16.1
Audi,Taycan,Diesel,100 kWh,489,169,6.0,42209,Hybrid,5,330,Single Speed,RWD,2021,17.2
Chevrolet,A6,Hybrid,100 kWh,958,253,8.9,298071,Electric,5,353,Dual Clutch,FWD,2015,6.4
Suzuki,E-Class,Petrol,82 kWh,240,343,3.2,49579,Hybrid,7,428,Single Speed,FWD,2015,6.4
Honda,Leaf,Petrol,100 kWh,203,168,4.9,286176,Diesel,2,1420,Dual Clutch,FWD,2018,3.7
Chevrolet,Civic,Petrol,2.0L,1034,270,9.3,108254,Hybrid,7,1079,Manual,AWD,2021,19.5
Honda,Focus,Petrol,82 kWh,1118,324,7.1,128528,Electric,2,109,Dual Clutch,RWD,2022,16.7
Volvo,Model S,Electric,100 kWh,727,392,6.3,238274,Diesel,2,545,Dual Clutch,RWD,2024,9.1
Suzuki,Model X,Electric,82 kWh,1185,201,3.9,253292,Diesel,4,1021,Single Speed,AWD,2023,11.2
Hyundai,i8,Diesel,3.0L,248,142,6.7,196026,Petrol,5,935,Single Speed,RWD,2015,8.0
Toyota,RX 500h,Hybrid,2.0L,1149,207,9.8,263342,Petrol,2,1353,Manual,RWD,2018,13.2
Ford,Leaf,Petrol,4.0L,180,164,5.0,234437,Hybrid,7,177,Single Speed,FWD,2018,15.2
BYD,Defender,Petrol,1.2L,206,318,2.6,293076,Petrol,5,1548,Dual Clutch,RWD,2017,10.6
Toyota,X5,Hybrid,100 kWh,301,280,8.9,72803,Petrol,7,292,Single Speed,RWD,2021,17.9
Porsche,A6,Hybrid,1.2L,1061,370,11.7,148624,Petrol,5,500,Single Speed,AWD,2015,11.8
Volkswagen,E-Class,Diesel,82 kWh,537,302,8.3,71627,Petrol,5,208,Single Speed,AWD,2023,5.5
Volkswagen,Civic,Hybrid,1.2L,801,269,3.6,192059,Electric,2,891,Manual,FWD,2022,13.6
Ferrari,Corolla,Petrol,2.0L,550,385,5.5,60380,Electric,4,362,Manual,AWD,2016,10.9
Volkswagen,Passat,Petrol,2.0L,1161,311,10.7,175322,Petrol,2,428,Automatic,FWD,2016,18.9
Peugeot,CX-5,Petrol,1.5L,883,203,4.7,214416,Hybrid,5,462,Manual,FWD,2022,9.7
Jaguar,Sportage,Petrol,100 kWh,1063,170,8.3,161367,Electric,2,1501,Manual,RWD,2015,9.8
Land Rover,Tiguan,Petrol,1.5L,392,186,6.3,287667,Petrol,2,1464,Manual,FWD,2021,14.1
Land Rover,Q7,Diesel,1.2L,991,269,4.5,274125,Electric,5,358,Dual Clutch,RWD,2023,12.0
Ferrari,Model S,Petrol,4.0L,973,249,10.2,28769,Diesel,5,1458,Automatic,FWD,2017,9.4
Volkswagen,Civic,Diesel,1.5L,675,208,9.6,127035,Electric,2,184,Dual Clutch,AWD,2021,19.8
Geely,Corolla,Petrol,1.5L,498,197,8.8,190717,Electric,2,407,Manual,AWD,2020,8.1
Ferrari,RX 500h,Electric,2.0L,217,245,4.7,236815,Hybrid,2,361,Manual,AWD,2021,7.7
Mercedes,Taycan,Electric,4.0L,919,395,3.4,246832,Electric,7,896,Automatic,FWD,2021,17.7
Audi,Civic,Electric,82 kWh,436,310,8.0,171629,Hybrid,2,730,Automatic,FWD,2024,3.1
Mercedes,CX-5,Electric,1.2L,919,301,7.8,249799,Diesel,7,779,Single Speed,RWD,2015,6.4
Audi,Defender,Diesel,1.5L,1159,210,4.3,183157,Petrol,4,964,Manual,RWD,2017,13.0
Suzuki,Corolla,Diesel,4.0L,882,394,3.0,159542,Hybrid,7,1575,Manual,RWD,2024,5.8
Tesla,Sportage,Hybrid,100 kWh,244,194,3.3,133643,Electric,2,1374,Dual Clutch,RWD,2015,19.8
Tesla,Leaf,Petrol,4.0L,657,142,11.9,225154,Electric,4,423,Single Speed,FWD,2019,10.9
Renault,Passat,Electric,1.2L,564,165,9.9,152877,Hybrid,7,1024,Manual,FWD,2017,13.2
Peugeot,Corolla,Diesel,4.0L,1042,265,11.3,228396,Diesel,7,1352,Dual Clutch,RWD,2015,5.7
Peugeot,Ioniq 6,Petrol,4.0L,104,192,4.4,240956,Petrol,5,1420,Automatic,FWD,2016,7.9
BYD,Tiguan,Petrol,4.0L,1068,337,11.6,196844,Electric,4,826,Dual Clutch,FWD,2024,13.4
Hyundai,Chiron,Diesel,100 kWh,607,327,3.9,116422,Diesel,5,1360,Manual,FWD,2019,12.3
Renault,Camry,Electric,1.5L,819,325,7.3,283774,Petrol,4,1077,Dual Clutch,FWD,2017,16.3
Chevrolet,Mustang,Hybrid,1.2L,1107,343,10.4,292845,Petrol,7,316,Dual Clutch,RWD,2020,7.6
Geely,CX-5,Petrol,100 kWh,443,150,5.8,160931,Electric,5,1369,Single Speed,RWD,2023,14.1
BYD,Corolla,Hybrid,4.0L,626,285,6.5,132556,Hybrid,2,547,Single Speed,FWD,2020,7.9
Ford,Q7,Electric,4.0L,302,224,3.7,243495,Electric,7,418,Automatic,AWD,2016,13.0
BMW,Tiguan,Electric,1.5L,774,239,3.7,269809,Electric,4,1093,Single Speed,RWD,2016,13.3
Hyundai,Camry,Hybrid,1.2L,632,243,8.4,220384,Electric,4,1555,Dual Clutch,RWD,2022,5.1
Nissan,Elantra,Electric,2.0L,1008,185,8.9,30021,Diesel,5,1527,Single Speed,AWD,2022,12.3
Mazda,A6,Petrol,100 kWh,956,183,9.9,215935,Hybrid,5,136,Manual,RWD,2020,3.2
Lexus,Model X,Hybrid,1.5L,795,320,7.8,219222,Diesel,4,830,Dual Clutch,AWD,2024,11.5
Toyota,Camry,Electric,1.2L,145,326,8.6,79361,Electric,7,1465,Dual Clutch,AWD,2021,14.9
Honda,Civic,Hybrid,100 kWh,508,253,2.6,287499,Hybrid,5,1110,Dual Clutch,FWD,2015,4.2
Lexus,Sportage,Petrol,4.0L,768,394,4.0,113841,Petrol,2,1512,Manual,RWD,2023,19.0
Porsche,Elantra,Electric,1.2L,984,169,11.9,195076,Hybrid,4,1157,Dual Clutch,AWD,2019,10.8
Nissan,Model X,Petrol,1.2L,960,237,3.2,261300,Electric,2,138,Single Speed,FWD,2023,19.0
Jaguar,Mustang,Electric,82 kWh,761,254,8.9,175786,Hybrid,4,308,Manual,RWD,2016,4.8
Geely,Sportage,Diesel,1.2L,322,346,4.2,32198,Petrol,2,929,Dual Clutch,FWD,2022,19.1
Jaguar,Corolla,Electric,2.0L,1130,350,9.3,273466,Petrol,7,955,Single Speed,FWD,2021,4.9
Suzuki,Camry,Hybrid,1.2L,479,354,9.2,33740,Hybrid,4,1275,Single Speed,AWD,2018,10.8
Volkswagen,Q7,Electric,2.0L,196,179,4.7,280954,Petrol,7,998,Automatic,RWD,2017,18.9
Ferrari,Leaf,Petrol,4.0L,661,165,5.1,273308,Diesel,5,1488,Single Speed,FWD,2018,7.0
Honda,Model S,Petrol,2.0L,363,166,8.7,114855,Hybrid,4,1322,Single Speed,AWD,2018,3.6
Audi,A6,Electric,100 kWh,1089,329,6.2,225192,Petrol,7,700,Automatic,AWD,2024,16.5
BMW,Focus,Hybrid,4.0L,379,222,4.3,136701,Petrol,2,859,Automatic,FWD,2024,13.1
Mercedes,RX 500h,Diesel,4.0L,731,309,9.5,286615,Hybrid,7,1202,Manual,FWD,2022,11.7
Honda,Elantra,Hybrid,2.0L,597,306,4.0,125771,Diesel,4,533,Single Speed,AWD,2018,3.6
Tesla,Mustang,Diesel,1.5L,609,327,10.6,21163,Hybrid,7,941,Manual,FWD,2019,14.1
Volvo,Elantra,Petrol,3.0L,488,308,7.4,31065,Petrol,2,131,Manual,FWD,2016,5.9
Jaguar,Taycan,Hybrid,1.2L,513,368,3.5,256262,Hybrid,2,1210,Dual Clutch,RWD,2018,18.8
Jaguar,Civic,Diesel,82 kWh,754,236,9.1,263924,Petrol,2,492,Manual,AWD,2021,14.7
Suzuki,Defender,Electric,3.0L,909,155,7.4,194420,Electric,5,1367,Manual,FWD,2017,15.0
Geely,Focus,Petrol,1.2L,305,274,5.3,296298,Hybrid,4,1355,Manual,AWD,2015,7.0
Lexus,Civic,Electric,1.2L,283,165,6.5,35229,Hybrid,2,1009,Manual,RWD,2022,18.0
Land Rover,Defender,Petrol,4.0L,154,151,5.3,265470,Petrol,5,291,Automatic,AWD,2022,12.1
Lexus,Mustang,Hybrid,1.2L,863,211,5.0,173069,Petrol,2,369,Single Speed,AWD,2020,17.6
Suzuki,Model S,Hybrid,82 kWh,154,272,4.1,36101,Petrol,7,837,Dual Clutch,AWD,2021,7.6
Toyota,i8,Petrol,1.2L,134,245,5.9,55391,Petrol,4,176,Automatic,RWD,2024,15.8
Porsche,Focus,Petrol,2.0L,732,359,4.9,221935,Hybrid,7,834,Dual Clutch,RWD,2016,12.8
Lexus,Model S,Petrol,3.0L,696,316,9.0,87723,Petrol,5,983,Dual Clutch,AWD,2019,3.8
Suzuki,Mustang,Hybrid,2.0L,133,272,9.0,241293,Hybrid,7,1290,Automatic,AWD,2021,9.9
Peugeot,Leaf,Diesel,82 kWh,1008,161,7.3,205477,Diesel,7,383,Manual,RWD,2023,6.1
Kia,Civic,Electric,1.2L,988,300,9.9,181020,Hybrid,2,1212,Automatic,FWD,2015,9.1
Tesla,Model S,Electric,100 kWh,560,246,10.5,212190,Petrol,7,643,Dual Clutch,RWD,2017,9.5
Jaguar,i8,Hybrid,82 kWh,382,374,8.0,194354,Petrol,2,748,Dual Clutch,AWD,2020,11.1
Land Rover,F-Type,Electric,4.0L,684,157,8.4,106725,Diesel,2,1279,Manual,FWD,2021,13.2
Lexus,Elantra,Petrol,2.0L,988,381,5.2,227139,Hybrid,4,349,Automatic,FWD,2020,12.7
Volkswagen,Defender,Diesel,2.0L,882,256,11.0,100779,Diesel,5,194,Single Speed,FWD,2015,3.7
Jaguar,Focus,Electric,1.5L,1009,283,2.7,18060,Hybrid,5,116,Dual Clutch,RWD,2018,15.8
Porsche,Camry,Diesel,1.2L,1181,344,5.8,140806,Petrol,5,216,Automatic,RWD,2020,19.1
Renault,A6,Petrol,4.0L,749,178,9.4,290875,Hybrid,2,1082,Manual,RWD,2022,8.9
Ford,Q7,Electric,100 kWh,504,293,3.3,130871,Petrol,5,432,Manual,RWD,2024,6.1
Tesla,E-Class,Hybrid,2.0L,751,315,4.2,35719,Petrol,2,1203,Single Speed,AWD,2018,12.2
Peugeot,i8,Diesel,2.0L,1143,380,8.1,64116,Electric,4,745,Dual Clutch,FWD,2021,15.0
Jaguar,X5,Petrol,4.0L,409,273,7.8,41325,Electric,5,1555,Single Speed,AWD,2017,14.5
Land Rover,CX-5,Diesel,82 kWh,416,185,9.5,29551,Hybrid,2,1326,Single Speed,RWD,2022,13.4
Hyundai,i8,Electric,82 kWh,715,189,10.2,30141,Petrol,5,215,Single Speed,RWD,2015,5.5
Chevrolet,X5,Electric,1.2L,718,305,3.7,137058,Diesel,5,1062,Single Speed,AWD,2018,17.2
Kia,Focus,Hybrid,1.5L,314,245,2.7,208823,Petrol,4,1343,Manual,FWD,2022,10.2
Honda,Leaf,Petrol,2.0L,178,355,9.1,127684,Diesel,7,1376,Dual Clutch,FWD,2024,6.8
Kia,X5,Petrol,1.5L,602,285,5.4,65391,Hybrid,5,1292,Single Speed,RWD,2018,4.5
Geely,Focus,Hybrid,82 kWh,1183,211,8.4,135288,Hybrid,4,946,Dual Clutch,RWD,2016,10.1
Mazda,Elantra,Hybrid,82 kWh,365,386,3.9,221132,Diesel,5,415,Manual,RWD,2016,13.5
Honda,F-Type,Petrol,3.0L,181,325,7.0,128535,Diesel,5,909,Manual,RWD,2018,14.3
Porsche,Civic,Diesel,100 kWh,412,209,7.3,157770,Petrol,5,471,Automatic,FWD,2018,19.4
Volvo,X5,Diesel,1.2L,170,289,8.1,254947,Hybrid,5,859,Automatic,AWD,2016,5.6
Audi,Q7,Hybrid,3.0L,698,385,7.4,101711,Petrol,7,976,Dual Clutch,FWD,2021,19.8
Chevrolet,i8,Diesel,100 kWh,97,165,7.2,279509,Diesel,7,1076,Automatic,AWD,2020,14.1
Tesla,Chiron,Petrol,3.0L,1006,279,5.7,243625,Electric,5,255,Single Speed,RWD,2017,10.7
Nissan,Elantra,Electric,3.0L,127,238,3.2,58372,Electric,5,713,Dual Clutch,RWD,2022,18.1
Porsche,Defender,Electric,1.2L,366,190,3.4,59134,Electric,4,1136,Manual,AWD,2022,14.8
Renault,A6,Diesel,1.2L,203,290,6.6,86158,Diesel,4,607,Manual,RWD,2015,8.9
Jaguar,F-Type,Hybrid,4.0L,318,243,5.9,252159,Petrol,2,564,Single Speed,FWD,2017,18.0
Audi,Elantra,Hybrid,1.5L,1090,228,7.4,148021,Hybrid,7,882,Automatic,RWD,2019,14.3
Jaguar,Ioniq 6,Hybrid,1.5L,619,280,5.4,64396,Diesel,5,903,Dual Clutch,RWD,2016,14.9
Geely,Focus,Hybrid,4.0L,971,352,9.0,46912,Electric,7,319,Dual Clutch,RWD,2019,18.2
Toyota,Model X,Hybrid,4.0L,1168,372,10.7,71947,Petrol,4,114,Single Speed,RWD,2024,10.6
Jaguar,RX 500h,Diesel,82 kWh,903,322,5.3,59387,Hybrid,7,216,Automatic,FWD,2017,14.2
Mercedes,F-Type,Electric,100 kWh,840,390,4.3,293652,Hybrid,7,430,Dual Clutch,AWD,2023,15.7
Mercedes,Mustang,Electric,3.0L,215,148,3.6,124249,Diesel,5,155,Single Speed,RWD,2015,10.7
Honda,Defender,Diesel,4.0L,962,218,8.4,16919,Diesel,5,1474,Dual Clutch,RWD,2018,4.4
Mazda,Taycan,Hybrid,2.0L,413,191,6.7,155689,Hybrid,4,1255,Manual,FWD,2024,16.1
Peugeot,Elantra,Diesel,1.5L,1128,365,4.3,48298,Hybrid,5,1349,Dual Clutch,FWD,2020,3.8
Chevrolet,Corolla,Electric,4.0L,771,190,8.7,252225,Electric,4,407,Dual Clutch,FWD,2023,15.2
Nissan,Model X,Petrol,2.0L,70,325,3.9,248725,Hybrid,4,1598,Dual Clutch,RWD,2017,18.5
Hyundai,RX 500h,Diesel,2.0L,222,173,7.8,291600,Diesel,2,321,Automatic,AWD,2017,8.9
Ford,X5,Hybrid,2.0L,498,369,7.5,124599,Petrol,2,1296,Automatic,FWD,2019,4.7
Volvo,Focus,Electric,82 kWh,577,270,9.5,98721,Electric,2,1463,Single Speed,FWD,2021,7.0
Toyota,Mustang,Electric,82 kWh,560,259,3.0,286372,Electric,7,896,Automatic,FWD,2019,12.6
Suzuki,F-Type,Electric,2.0L,414,386,10.9,298830,Hybrid,2,1280,Dual Clutch,AWD,2022,19.0
Porsche,Model S,Electric,100 kWh,290,331,9.2,26920,Petrol,5,250,Dual Clutch,RWD,2019,11.7
Ford,Tiguan,Hybrid,82 kWh,792,349,4.6,22432,Electric,5,1301,Automatic,RWD,2021,4.9
Hyundai,Camry,Petrol,3.0L,1118,242,4.2,125507,Diesel,2,211,Automatic,RWD,2020,13.7
BMW,Model X,Electric,2.0L,597,272,6.6,239647,Hybrid,7,782,Dual Clutch,FWD,2024,15.5
BYD,i8,Diesel,3.0L,910,278,10.3,179982,Diesel,4,1261,Dual Clutch,RWD,2016,9.7
Geely,Taycan,Petrol,3.0L,1135,260,10.5,136764,Hybrid,7,1356,Manual,FWD,2017,15.3
BYD,Q7,Electric,2.0L,550,233,7.4,176298,Electric,7,431,Single Speed,AWD,2018,8.5
Ford,Model S,Petrol,1.5L,999,268,10.7,219222,Hybrid,4,992,Automatic,AWD,2019,16.4
Ford,Sportage,Diesel,100 kWh,941,230,2.6,127557,Petrol,4,1430,Single Speed,RWD,2023,8.8
Land Rover,RX 500h,Electric,2.0L,414,231,2.8,33013,Diesel,4,260,Dual Clutch,FWD,2020,7.4
Ferrari,Model S,Diesel,2.0L,114,202,11.2,36446,Petrol,5,1525,Single Speed,FWD,2015,17.9
Audi,Sportage,Hybrid,82 kWh,90,168,9.9,216447,Diesel,4,377,Automatic,RWD,2017,12.3
Volkswagen,Model X,Electric,2.0L,1163,349,6.8,117261,Diesel,4,1443,Automatic,AWD,2021,7.8
Suzuki,Passat,Electric,1.5L,942,151,9.7,277701,Hybrid,7,996,Single Speed,AWD,2022,18.9
Land Rover,Civic,Electric,82 kWh,117,269,11.6,183461,Electric,7,596,Automatic,AWD,2021,14.7
Nissan,F-Type,Electric,1.2L,620,312,9.8,193772,Electric,2,1486,Manual,AWD,2019,6.8
Land Rover,i8,Hybrid,1.2L,356,347,10.5,145878,Petrol,7,1495,Dual Clutch,AWD,2024,13.4
Tesla,Camry,Electric,3.0L,1071,163,9.7,114143,Hybrid,4,754,Dual Clutch,RWD,2022,17.8
Peugeot,Taycan,Petrol,100 kWh,1103,238,4.1,39578,Electric,5,1159,Automatic,RWD,2023,14.8
